event_id,exposure_value,summary_id,sidx,loss
1900157,26947.97,6,7,26947.97
1900157,26947.97,6,9,10769.14
1900157,26947.97,6,10,17725.80
1900157,87186.00,7,-1,8659.09
1900157,87186.00,7,4,1113.57
1900157,87186.00,7,5,8164.90
1900157,87186.00,7,6,8058.81
1900157,87186.00,7,8,10091.38
1900157,87186.00,7,10,1150.24
1900157,36000.00,8,-1,5129.47
1900157,36000.00,8,1,14769.97
1900157,36000.00,8,3,27564.95
1900157,36000.00,8,4,29855.41
1900157,180684.00,9,-1,7127.65
1900157,180684.00,9,5,15967.65
1900157,180684.00,9,6,49566.51
1900157,171182.41,10,-1,6536.71
1900157,171182.41,10,6,44747.02
1900157,171182.41,10,7,17455.17
1900157,171182.41,10,10,54555.79
1900157,137875.00,11,-1,5338.50
1900157,137875.00,11,3,44763.81
1900157,137875.00,11,8,39584.32
1900157,7500.00,19,-1,486.30
1900157,7500.00,19,1,3282.34
1900157,575000.00,20,-1,21262.08
1600146,62000.00,1,-1,10129.69
1600146,62000.00,1,3,22143.65
1600146,62000.00,1,7,35754.39
1600146,62000.00,1,8,36820.87
1600146,62000.00,1,10,18646.40
1600146,415543.94,3,-1,33992.84
1600146,415543.94,3,1,63867.33
1600146,415543.94,3,2,100697.48
1600146,415543.94,3,3,36302.18
1600146,415543.94,3,4,14085.12
1600146,415543.94,3,6,34062.20
1600146,415543.94,3,7,19496.21
