summary_id,type,event_id,mean,standard_deviation,exposure_value
1,2,900307,232.559006,810.671204,258638.140625
2,1,900307,0.000000,0,432813.562500
2,2,900307,651.597900,1825.121948,432813.562500
1,1,900312,0.000000,0,64386.207031
1,2,900312,456.117493,1047.510620,64386.207031
2,1,900312,0.000000,0,109060.343750
2,2,900312,1332.248413,2343.615967,109060.343750
1,1,900315,0.000000,0,6292.500488
1,2,900315,0.000000,0.000000,6292.500488
2,1,900315,0.000000,0,12237.500000
2,2,900315,0.000000,0.000000,12237.500000
1,1,900335,0.000000,0,64386.207031
1,2,900335,0.000000,0.000000,64386.207031
2,1,900335,0.000000,0,109060.343750
2,2,900335,0.000000,0.000000,109060.343750
1,1,1000022,0.000000,0,290394.468750
1,2,1000022,491.939301,2257.017334,290394.468750
2,1,1000022,0.000000,0,485740.750000
2,2,1000022,1287.140869,4093.866943,485740.750000
1,1,1000050,1350.049316,0,622545.875000
1,2,1000050,6515.471191,7449.712891,622545.875000
2,1,1000050,4000.082031,0,1039326.437500
2,2,1000050,12373.653320,12634.999023,1039326.437500
1,1,1000068,0.000000,0,590778.250000
1,2,1000068,2215.668213,4623.984375,590778.250000
2,1,1000068,0.000000,0,986380.375000
2,2,1000068,4712.191406,8093.095703,986380.375000
1,1,1000112,0.000000,0,258638.140625
1,2,1000112,0.000000,0.000000,258638.140625
2,1,1000112,0.000000,0,432813.562500
2,2,1000112,6.475242,64.752419,432813.562500
1,1,1000146,0.000000,0,390537.656250
1,2,1000146,2387.171875,4417.910156,390537.656250
2,1,1000146,0.000000,0,652646.062500
2,2,1000146,4826.238770,7886.964355,652646.062500
1,1,1000285,0.000000,0,258638.140625
1,2,1000285,493.480499,1070.637329,258638.140625
2,1,1000285,0.000000,0,432813.562500
2,2,1000285,1486.282349,2368.372803,432813.562500
1,1,1100033,0.000000,0,258638.140625
1,2,1100033,446.438843,1548.883911,258638.140625
2,1,1100033,0.000000,0,432813.562500
2,2,1100033,1109.843384,3039.315186,432813.562500
1,1,1100052,0.000000,0,390537.656250
1,2,1100052,1525.542969,2925.853027,390537.656250
2,1,1100052,0.000000,0,652646.062500
2,2,1100052,3234.419922,5468.024414,652646.062500
1,1,1100122,113.148048,0,221508.265625
1,2,1100122,2344.303223,3159.047852,221508.265625
2,1,1100122,1938.580078,0,370930.437500
2,2,1100122,5096.618652,5722.135254,370930.437500
1,1,1100149,0.000000,0,124399.507812
1,2,1100149,0.000000,0.000000,124399.507812
2,1,1100149,0.000000,0,209082.500000
2,2,1100149,0.000000,0.000000,209082.500000
1,1,1100215,0.000000,0,25767.595703
1,2,1100215,55.793682,226.839462,25767.595703
2,1,1100215,0.000000,0,44695.992188
2,2,1100215,360.125153,871.840393,44695.992188
1,1,1200036,311.905090,0,290394.468750
1,2,1200036,3009.601562,5392.416016,290394.468750
2,1,1200036,2269.841797,0,485740.750000
2,2,1200036,6161.581055,9354.692383,485740.750000
1,1,1200077,0.000000,0,390537.656250
1,2,1200077,1054.796021,2047.768921,390537.656250
2,1,1200077,0.000000,0,652646.062500
2,2,1200077,2329.077393,4058.977051,652646.062500
1,1,1200118,0.000000,0,390537.656250
1,2,1200118,2974.598145,4123.811523,390537.656250
2,1,1200118,0.000000,0,652646.062500
2,2,1200118,6031.200195,7396.871094,652646.062500
1,1,1200148,0.000000,0,477897.625000
1,2,1200148,1515.230591,3501.877441,477897.625000
2,1,1200148,0.000000,0,798246.000000
2,2,1200148,3253.509033,6321.481934,798246.000000
1,1,1200190,0.000000,0,64386.207031
1,2,1200190,41.000122,234.522507,64386.207031
2,1,1200190,0.000000,0,109060.343750
2,2,1200190,208.432693,758.875305,109060.343750
1,1,1200204,0.000000,0,78360.000000
1,2,1200204,318.292572,2312.044189,78360.000000
2,1,1200204,0.000000,0,132350.000000
2,2,1200204,565.487610,4092.350098,132350.000000
1,1,1200242,0.000000,0,189740.656250
1,2,1200242,0.000000,0.000000,189740.656250
2,1,1200242,0.000000,0,317984.406250
2,2,1200242,0.000000,0.000000,317984.406250
1,1,1200298,0.000000,0,258638.140625
1,2,1200298,60.341812,347.883850,258638.140625
2,1,1200298,0.000000,0,432813.562500
2,2,1200298,195.611694,905.477234,432813.562500
1,1,1300050,0.000000,0,64386.207031
1,2,1300050,0.000000,0.000000,64386.207031
2,1,1300050,0.000000,0,109060.343750
2,2,1300050,0.000000,0.000000,109060.343750
1,1,1300074,0.000000,0,258638.140625
1,2,1300074,0.000000,0.000000,258638.140625
2,1,1300074,0.000000,0,432813.562500
2,2,1300074,0.000000,0.000000,432813.562500
1,1,1300090,0.000000,0,124399.507812
1,2,1300090,22.919312,129.047668,124399.507812
2,1,1300090,0.000000,0,209082.500000
2,2,1300090,118.504486,545.970215,209082.500000
1,1,1300118,0.000000,0,64386.207031
1,2,1300118,684.771729,1441.512939,64386.207031
2,1,1300118,0.000000,0,109060.343750
2,2,1300118,1849.447021,2971.854736,109060.343750
1,1,1300250,829.764282,0,221508.265625
1,2,1300250,4507.379883,5614.006836,221508.265625
2,1,1300250,3132.940430,0,370930.437500
2,2,1300250,9032.460938,9558.061523,370930.437500
1,1,1300265,264.146790,0,221508.265625
1,2,1300265,3100.252441,5733.653320,221508.265625
2,1,1300265,2190.244629,0,370930.437500
2,2,1300265,6341.854492,9898.150391,370930.437500
1,1,1300287,0.000000,0,94653.812500
1,2,1300287,1082.000000,1841.758057,94653.812500
2,1,1300287,485.439941,0,159506.343750
2,2,1300287,2758.814697,3601.169434,159506.343750
1,1,1300291,0.000000,0,390537.656250
1,2,1300291,1524.547974,3118.423828,390537.656250
2,1,1300291,0.000000,0,652646.062500
2,2,1300291,3355.440674,5701.620117,652646.062500
1,1,1300312,0.000000,0,258638.140625
1,2,1300312,920.445862,1948.148682,258638.140625
2,1,1300312,0.000000,0,432813.562500
2,2,1300312,2122.184326,3844.352783,432813.562500
1,1,1300323,0.000000,0,141648.250000
1,2,1300323,56.416592,169.958420,141648.250000
2,1,1300323,0.000000,0,237830.406250
2,2,1300323,435.672577,881.943054,237830.406250
1,1,1400006,0.000000,0,212215.750000
1,2,1400006,2111.699463,4561.537109,212215.750000
2,1,1400006,1591.875000,0,355442.906250
2,2,1400006,4721.709961,7890.990723,355442.906250
1,1,1400009,4415.094238,0,695932.062500
1,2,1400009,8853.201172,8481.715820,695932.062500
2,1,1400009,9108.490234,0,1161636.750000
2,2,1400009,16411.939453,14238.650391,1161636.750000
1,1,1400019,6116.950195,0,556532.625000
1,2,1400019,10260.023438,7416.451172,556532.625000
2,1,1400019,11944.916992,0,929304.375000
2,2,1400019,18749.595703,12506.568359,929304.375000
1,1,1400040,5568.980957,0,695932.062500
1,2,1400040,9643.412109,7301.049316,695932.062500
2,1,1400040,11031.634766,0,1161636.750000
2,2,1400040,17709.953125,12324.271484,1161636.750000
1,1,1400054,0.000000,0,124399.507812
1,2,1400054,26.543629,186.748016,124399.507812
